sales_person,country,product,date,boxes_shipped,amount,currency,mid_rate,total_amount_th
Gigi Bohling,Australia,Almond Choco,2024-08-17,120,1084.26,AUD,21.2763,23069.041038
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,51,20690.2,AUD,21.2763,440210.90226
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,121,8929.57,CAD,22.5593,201444.848501
Jan Morforth,India,Baker's Choco Chips,2024-08-01,85,15497.27,INR,0.3442,5334.160334
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,30,9172.13,AUD,21.2763,195148.98951899997
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,104,6093.61,CAD,22.5593,137467.576073
Beverie Moffet,UK,Eclairs,2024-04-22,156,9144.79,GBP,42.0265,384323.516935
Marney O'Breen,New Zealand,Eclairs,2024-01-18,31,5902.91,AUD,21.2763,125592.08403299999
Husein Augar,Australia,99% Dark & Pure,2024-08-26,131,3277.47,AUD,21.2763,69732.43496099999
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,424,9759.53,AUD,21.2763,207646.688139
Curtice Advani,Canada,70% Dark Bites,2024-01-31,7,2504.9,CAD,22.5593,56508.790570000005
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,107,1527.99,AUD,21.2763,32509.973637
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,65,3767.49,AUD,21.2763,80158.24748699999
Barr Faughny,Australia,85% Dark Bars,2024-02-10,42,9452.18,AUD,21.2763,201107.417334
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,441,764.63,AUD,21.2763,16268.497269
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,535,2432.75,INR,0.3442,837.3525500000001
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,134,779.04,AUD,21.2763,16575.088752
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,85,5050.53,USD,31.1547,157347.746991
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,293,2727.35,CAD,22.5593,61527.106855
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,602,9089.21,CAD,22.5593,205046.215153
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,152,881.49,CAD,22.5593,19885.797357
Camilla Castle,India,99% Dark & Pure,2024-08-02,225,227.55,INR,0.3442,78.32271
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,102,14193.58,AUD,21.2763,301986.866154
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,23,7459.88,AUD,21.2763,158718.644844
Jan Morforth,Canada,70% Dark Bites,2024-02-14,312,6578.55,CAD,22.5593,148407.483015
Kelci Walkden,Australia,Milk Bars,2024-02-24,137,8975.44,AUD,21.2763,190964.154072
Dennison Crosswaite,India,Orange Choco,2024-03-18,123,852.29,INR,0.3442,293.35821799999997
Husein Augar,UK,Eclairs,2024-08-30,250,1955.2,GBP,42.0265,82170.2128
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,72,323.29,USD,31.1547,10072.002963
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,86,542.39,USD,31.1547,16897.997733
Curtice Advani,India,White Choc,2024-07-04,347,7666.62,INR,0.3442,2638.850604
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,13,1826.32,AUD,21.2763,38857.332215999995
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,30,11510.68,AUD,21.2763,244904.680884
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,223,12263.85,AUD,21.2763,260929.351755
Kelci Walkden,India,70% Dark Bites,2024-06-06,108,3878.6,INR,0.3442,1335.01412
Kelci Walkden,India,Drinking Coco,2024-07-04,238,8328.52,INR,0.3442,2866.6765840000003
Brien Boise,New Zealand,Drinking Coco,2024-06-06,98,1666.46,AUD,21.2763,35456.102898
Dotty Strutley,Australia,Almond Choco,2024-05-13,95,1754.11,AUD,21.2763,37320.970593
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,274,2390.7,AUD,21.2763,50865.25040999999
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,41,8546.72,AUD,21.2763,181842.57873599997
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,274,4115.57,CAD,22.5593,92844.37830099999
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,95,787.38,AUD,21.2763,16752.533094
Brien Boise,USA,Manuka Honey Choco,2024-08-22,8,2095.78,USD,31.1547,65293.397166
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,267,5220.8,AUD,21.2763,111079.30704
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,340,11264.45,GBP,42.0265,473405.407925
Oby Sorrel,UK,Raspberry Choco,2024-04-08,341,5477.33,GBP,42.0265,230193.009245
Roddy Speechley,USA,Drinking Coco,2024-02-21,160,3389.0,USD,31.1547,105583.27829999999
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,413,11559.52,AUD,21.2763,245943.815376
Mallorie Waber,India,Raspberry Choco,2024-03-02,2,1676.82,INR,0.3442,577.161444
Jehu Rudeforth,USA,Orange Choco,2024-07-28,174,437.48,USD,31.1547,13629.558156
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,40,8487.63,AUD,21.2763,180585.36216899997
Curtice Advani,Australia,After Nines,2024-08-11,101,71.99,AUD,21.2763,1531.6808369999999
Husein Augar,UK,Almond Choco,2024-05-17,167,9863.62,GBP,42.0265,414533.42593
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,166,3468.53,CAD,22.5593,78247.608829
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,173,6770.35,GBP,42.0265,284534.114275
Ches Bonnell,New Zealand,Eclairs,2024-04-04,50,564.14,AUD,21.2763,12002.811882
Brien Boise,India,85% Dark Bars,2024-08-09,210,21044.07,INR,0.3442,7243.368894
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,327,677.38,AUD,21.2763,14412.140093999998
Andria Kimpton,Canada,White Choc,2024-02-14,29,4368.01,CAD,22.5593,98539.24799300001
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,306,9866.2,AUD,21.2763,209916.23106000002
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,125,10723.86,CAD,22.5593,241922.774898
Husein Augar,Canada,70% Dark Bites,2024-01-31,284,5443.42,CAD,22.5593,122799.744806
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,200,1312.35,CAD,22.5593,29605.697354999997
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,162,8471.68,GBP,42.0265,356035.05952
Van Tuxwell,New Zealand,Eclairs,2024-03-01,178,5774.6,AUD,21.2763,122862.12198
Mallorie Waber,UK,Drinking Coco,2024-05-27,97,3780.02,GBP,42.0265,158861.01053
Oby Sorrel,UK,Milk Bars,2024-07-11,243,6831.03,GBP,42.0265,287084.282295
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-03-02,63,4834.51,AUD,21.2763,102860.485113
Jehu Rudeforth,USA,Raspberry Choco,2024-03-04,143,8119.65,USD,31.1547,252965.25985499998
Kelci Walkden,UK,85% Dark Bars,2024-06-23,242,4811.88,GBP,42.0265,202226.47482
Kelci Walkden,USA,Almond Choco,2024-01-27,252,5930.01,USD,31.1547,184747.682547
Marney O'Breen,Canada,Orange Choco,2024-01-14,426,3040.05,CAD,22.5593,68581.399965
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,23,1126.87,INR,0.3442,387.868654
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,490,6051.65,CAD,22.5593,136520.987845
Barr Faughny,Canada,Baker's Choco Chips,2024-02-03,162,12279.35,CAD,22.5593,277013.540455
Brien Boise,India,Smooth Sliky Salty,2024-05-27,28,7091.66,INR,0.3442,2440.949372
Jan Morforth,Australia,Drinking Coco,2024-02-18,25,3160.97,AUD,21.2763,67253.746011
Brien Boise,India,Spicy Special Slims,2024-01-28,35,1408.28,INR,0.3442,484.729976
Van Tuxwell,UK,Eclairs,2024-06-29,114,5776.61,GBP,42.0265,242770.700165
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,274,4890.59,INR,0.3442,1683.3410780000002
Jehu Rudeforth,UK,After Nines,2024-06-27,172,2048.13,GBP,42.0265,86075.735445
Barr Faughny,Canada,White Choc,2024-03-29,1,4590.46,CAD,22.5593,103557.564278
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,162,8665.99,INR,0.3442,2982.8337579999998
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,97,2202.46,CAD,22.5593,49685.955878
Mallorie Waber,India,Eclairs,2024-04-12,48,11720.11,INR,0.3442,4034.0618620000005
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,266,7884.86,AUD,21.2763,167760.64681799998
Karlen McCaffrey,UK,50% Dark Bites,2024-04-06,303,3857.88,GBP,42.0265,162133.19382
Kaine Padly,Australia,50% Dark Bites,2024-08-02,84,10123.96,AUD,21.2763,215400.41014799997
Gigi Bohling,Australia,Eclairs,2024-04-12,137,8170.88,AUD,21.2763,173846.094144
Oby Sorrel,India,Drinking Coco,2024-07-21,141,19390.61,INR,0.3442,6674.247962
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,24,10197.43,AUD,21.2763,216963.579909
Husein Augar,India,Peanut Butter Cubes,2024-05-09,5,5188.18,INR,0.3442,1785.7715560000001
Andria Kimpton,Australia,Baker's Choco Chips,2024-08-09,117,350.27,AUD,21.2763,7452.449600999999
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,300,3766.32,CAD,22.5593,84965.542776
Brien Boise,India,70% Dark Bites,2024-04-14,435,4888.37,INR,0.3442,1682.576954
Jehu Rudeforth,Canada,White Choc,2024-01-25,142,5230.36,CAD,22.5593,117993.260348
Andria Kimpton,Australia,Almond Choco,2024-04-25,168,3790.18,AUD,21.2763,80641.006734
Dotty Strutley,Canada,After Nines,2024-01-17,233,302.18,CAD,22.5593,6816.969274
Karlen McCaffrey,USA,Eclairs,2024-08-15,123,1017.17,USD,31.1547,31689.626199
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-06-02,17,241.36,CAD,22.5593,5444.912648
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,138,8347.3,USD,31.1547,260057.62730999995
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,88,6291.74,AUD,21.2763,133864.947762
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,674,1543.77,CAD,22.5593,34826.370561
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,225,9744.5,INR,0.3442,3354.0569
Camilla Castle,UK,Mint Chip Choco,2024-05-26,325,5414.75,GBP,42.0265,227562.990875
Brien Boise,USA,70% Dark Bites,2024-04-14,22,1898.07,USD,31.1547,59133.80142899999
Madelene Upcott,Australia,99% Dark & Pure,2024-08-01,163,4911.08,AUD,21.2763,104489.611404
Mallorie Waber,Australia,Eclairs,2024-08-22,219,11293.17,AUD,21.2763,240276.872871
Marney O'Breen,India,99% Dark & Pure,2024-07-22,161,12398.37,INR,0.3442,4267.518954
Husein Augar,USA,Fruit & Nut Bars,2024-04-28,28,1508.57,USD,31.1547,46999.04577899999
Kelci Walkden,Australia,Almond Choco,2024-05-30,354,5869.09,AUD,21.2763,124872.519567
Ches Bonnell,USA,Milk Bars,2024-07-21,159,2770.47,USD,31.1547,86313.16170899999
Jan Morforth,UK,Caramel Stuffed Bars,2024-08-02,494,3541.73,GBP,42.0265,148846.515845
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,139,7624.41,AUD,21.2763,162219.23448299998
Oby Sorrel,India,85% Dark Bars,2024-07-05,130,9928.42,INR,0.3442,3417.362164
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-04-12,548,7.67,AUD,21.2763,163.189221
Gigi Bohling,Australia,70% Dark Bites,2024-08-18,103,1624.86,AUD,21.2763,34571.008817999995
Jan Morforth,UK,50% Dark Bites,2024-01-12,287,6301.56,GBP,42.0265,264832.51134
Gunar Cockshoot,Canada,White Choc,2024-08-11,15,8578.4,CAD,22.5593,193522.69912
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,372,5573.57,AUD,21.2763,118584.947391
Husein Augar,UK,Baker's Choco Chips,2024-04-29,133,3465.68,GBP,42.0265,145650.40052
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,90,1245.91,AUD,21.2763,26508.354933000002
Madelene Upcott,New Zealand,Mint Chip Choco,2024-03-11,4,8888.61,AUD,21.2763,189116.732943
Madelene Upcott,UK,70% Dark Bites,2024-02-16,243,5931.82,GBP,42.0265,249293.63322999998
Barr Faughny,Australia,Organic Choco Syrup,2024-01-07,34,2620.66,AUD,21.2763,55757.948357999994
Beverie Moffet,New Zealand,Drinking Coco,2024-01-12,560,1284.37,AUD,21.2763,27326.641430999996
Beverie Moffet,India,Eclairs,2024-06-09,155,11033.61,INR,0.3442,3797.768562
Andria Kimpton,India,Eclairs,2024-05-16,82,2413.05,INR,0.3442,830.57181
Gigi Bohling,UK,85% Dark Bars,2024-06-23,90,13136.08,GBP,42.0265,552063.46612
Roddy Speechley,UK,Raspberry Choco,2024-01-28,211,14297.82,GBP,42.0265,600887.3322299999
Dotty Strutley,UK,Mint Chip Choco,2024-07-14,212,2837.65,GBP,42.0265,119256.497725
Barr Faughny,Canada,Drinking Coco,2024-04-18,259,7496.03,CAD,22.5593,169105.189579
Oby Sorrel,USA,Milk Bars,2024-06-14,79,1815.29,USD,31.1547,56554.815362999994
Oby Sorrel,UK,Orange Choco,2024-04-15,228,8250.03,GBP,42.0265,346719.885795
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,64,5605.82,CAD,22.5593,126463.375126
Gigi Bohling,India,White Choc,2024-04-13,179,1563.39,INR,0.3442,538.1188380000001
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,411,3997.02,CAD,22.5593,90169.97328600001
Wilone O'Kielt,India,Choco Coated Almonds,2024-08-22,230,3284.22,INR,0.3442,1130.428524
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2024-04-22,58,4609.67,AUD,21.2763,98076.721821
Kaine Padly,UK,Choco Coated Almonds,2024-08-03,123,9412.06,GBP,42.0265,395555.93958999997
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-01-04,249,427.36,AUD,21.2763,9092.639568
Kelci Walkden,Canada,After Nines,2024-01-13,204,19449.02,CAD,22.5593,438756.276886
Van Tuxwell,Australia,Baker's Choco Chips,2024-05-11,32,14122.44,AUD,21.2763,300473.270172
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,231,2257.14,AUD,21.2763,48023.587781999995
Kaine Padly,UK,Caramel Stuffed Bars,2024-05-20,72,11334.21,GBP,42.0265,476337.176565
Jehu Rudeforth,UK,Drinking Coco,2024-02-03,436,7865.93,GBP,42.0265,330577.507145
Beverie Moffet,India,Manuka Honey Choco,2024-05-06,172,11462.32,INR,0.3442,3945.330544
Gunar Cockshoot,UK,Choco Coated Almonds,2024-06-30,132,6154.53,GBP,42.0265,258653.35504499997
Gunar Cockshoot,UK,Smooth Sliky Salty,2024-03-22,143,867.5,GBP,42.0265,36457.98875
Camilla Castle,Canada,Orange Choco,2024-02-17,58,9056.1,CAD,22.5593,204299.27673
Jehu Rudeforth,UK,85% Dark Bars,2024-07-07,66,6569.4,GBP,42.0265,276088.8891
Oby Sorrel,UK,70% Dark Bites,2024-03-16,180,7431.0,GBP,42.0265,312298.9215
Kelci Walkden,UK,99% Dark & Pure,2024-08-12,124,3672.65,GBP,42.0265,154348.625225
Gigi Bohling,New Zealand,After Nines,2024-01-21,189,6464.8,AUD,21.2763,137547.02424
Oby Sorrel,Australia,50% Dark Bites,2024-05-06,163,813.58,AUD,21.2763,17309.972154
Oby Sorrel,Canada,50% Dark Bites,2024-06-24,134,7301.81,CAD,22.5593,164723.722333
Barr Faughny,USA,White Choc,2024-05-05,171,8523.42,USD,31.1547,265544.593074
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2024-03-25,85,3822.64,AUD,21.2763,81331.635432
Curtice Advani,Australia,Caramel Stuffed Bars,2024-02-14,139,10219.39,AUD,21.2763,217430.807457
Curtice Advani,New Zealand,85% Dark Bars,2024-05-12,206,5798.43,AUD,21.2763,123369.136209
Barr Faughny,New Zealand,Smooth Sliky Salty,2024-01-25,184,4487.01,AUD,21.2763,95466.970863
Ches Bonnell,UK,85% Dark Bars,2024-06-28,13,17237.67,GBP,42.0265,724438.9382549999
Dennison Crosswaite,Australia,Drinking Coco,2024-07-13,184,7497.22,AUD,21.2763,159513.101886
Roddy Speechley,USA,Milk Bars,2024-05-16,245,3034.06,USD,31.1547,94525.22908199999
Jan Morforth,India,After Nines,2024-03-14,177,6795.06,INR,0.3442,2338.859652
Gunar Cockshoot,USA,After Nines,2024-08-15,280,4273.09,USD,31.1547,133126.837023
Ches Bonnell,India,Orange Choco,2024-02-16,278,1412.6,INR,0.3442,486.21691999999996
Mallorie Waber,UK,Manuka Honey Choco,2024-06-15,43,9852.89,GBP,42.0265,414082.48158499994
Barr Faughny,Australia,Raspberry Choco,2024-05-27,105,10744.23,AUD,21.2763,228597.460749
Wilone O'Kielt,USA,Drinking Coco,2024-06-14,101,1213.63,USD,31.1547,37810.278561
Wilone O'Kielt,India,Eclairs,2024-02-25,80,4263.93,INR,0.3442,1467.644706
Wilone O'Kielt,India,After Nines,2024-08-04,270,13808.46,INR,0.3442,4752.871932
Kelci Walkden,India,99% Dark & Pure,2024-06-28,248,2411.93,INR,0.3442,830.186306
Gunar Cockshoot,Canada,Spicy Special Slims,2024-04-05,12,14603.41,CAD,22.5593,329442.707213
Madelene Upcott,Canada,Peanut Butter Cubes,2024-07-05,120,17813.77,CAD,22.5593,401866.181561
Kaine Padly,New Zealand,Eclairs,2024-01-20,48,14346.28,AUD,21.2763,305235.757164
Ches Bonnell,New Zealand,Drinking Coco,2024-02-16,144,10009.51,AUD,21.2763,212965.33761299998
Curtice Advani,UK,Drinking Coco,2024-07-12,186,494.27,GBP,42.0265,20772.438155
Kelci Walkden,India,Raspberry Choco,2024-06-16,253,9118.67,INR,0.3442,3138.646214
Dotty Strutley,Australia,Choco Coated Almonds,2024-04-13,293,1751.26,AUD,21.2763,37260.333138
Kaine Padly,UK,50% Dark Bites,2024-02-21,69,3402.47,GBP,42.0265,142993.905455
Roddy Speechley,Canada,Choco Coated Almonds,2024-05-11,237,6841.28,CAD,22.5593,154334.487904
Ches Bonnell,India,50% Dark Bites,2024-04-15,328,12584.46,INR,0.3442,4331.571132
Oby Sorrel,Canada,Peanut Butter Cubes,2024-06-07,179,14291.3,CAD,22.5593,322401.72409
Oby Sorrel,UK,White Choc,2024-06-27,303,1998.41,GBP,42.0265,83986.177865
Barr Faughny,India,After Nines,2024-07-29,117,9558.06,INR,0.3442,3289.884252
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-06-02,174,5594.84,CAD,22.5593,126215.674012
Rafaelita Blaksland,India,Mint Chip Choco,2024-01-26,84,16520.75,INR,0.3442,5686.44215
Rafaelita Blaksland,Canada,99% Dark & Pure,2024-03-02,139,5545.62,CAD,22.5593,125105.305266
Van Tuxwell,Australia,70% Dark Bites,2024-01-10,108,8260.58,AUD,21.2763,175754.578254
Beverie Moffet,USA,70% Dark Bites,2024-06-27,110,2636.16,USD,31.1547,82128.77395199999
Barr Faughny,Canada,Orange Choco,2024-06-30,18,8285.38,CAD,22.5593,186912.373034
Roddy Speechley,Australia,85% Dark Bars,2024-07-08,78,4590.0,AUD,21.2763,97658.21699999999
Oby Sorrel,India,Spicy Special Slims,2024-06-08,95,13189.14,INR,0.3442,4539.701988
Jan Morforth,UK,Manuka Honey Choco,2024-08-18,212,3768.3,GBP,42.0265,158368.45995
Kaine Padly,Australia,After Nines,2024-04-08,293,7962.71,AUD,21.2763,169417.006773
Wilone O'Kielt,Canada,Fruit & Nut Bars,2024-08-08,191,3665.13,CAD,22.5593,82682.767209
Wilone O'Kielt,UK,Milk Bars,2024-08-26,66,334.81,GBP,42.0265,14070.892464999999
Oby Sorrel,Canada,Fruit & Nut Bars,2024-01-14,159,2187.5,CAD,22.5593,49348.46875
Dennison Crosswaite,USA,Baker's Choco Chips,2024-08-11,295,18481.73,USD,31.1547,575792.7536309999
Madelene Upcott,USA,Almond Choco,2024-05-31,24,11863.69,USD,31.1547,369609.702843
Van Tuxwell,New Zealand,50% Dark Bites,2024-07-11,10,4332.41,AUD,21.2763,92177.654883
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2024-03-02,327,3653.33,CAD,22.5593,82416.567469
Madelene Upcott,Australia,Raspberry Choco,2024-07-13,89,7023.94,AUD,21.2763,149443.454622
Rafaelita Blaksland,UK,Spicy Special Slims,2024-08-03,132,10001.95,GBP,42.0265,420346.951675
Curtice Advani,UK,Peanut Butter Cubes,2024-03-01,171,16460.65,GBP,42.0265,691783.5072250001
Kelci Walkden,New Zealand,White Choc,2024-04-13,165,8575.27,AUD,21.2763,182450.017101
Beverie Moffet,Canada,Fruit & Nut Bars,2024-02-14,177,12191.42,CAD,22.5593,275029.901206
Mallorie Waber,India,White Choc,2024-07-26,233,969.15,INR,0.3442,333.58143
Brien Boise,UK,Drinking Coco,2024-01-27,143,6498.96,GBP,42.0265,273128.54244
Jehu Rudeforth,India,Peanut Butter Cubes,2024-04-14,487,33.68,INR,0.3442,11.592656
Oby Sorrel,USA,Almond Choco,2024-05-19,154,7640.61,USD,31.1547,238040.91236699998
Husein Augar,India,Eclairs,2024-02-09,62,5596.93,INR,0.3442,1926.463306
Brien Boise,UK,Spicy Special Slims,2024-05-25,59,2639.55,GBP,42.0265,110931.048075
Oby Sorrel,Australia,Manuka Honey Choco,2024-01-26,78,4626.87,AUD,21.2763,98442.674181
Beverie Moffet,India,White Choc,2024-07-04,297,1900.09,INR,0.3442,654.010978
Ches Bonnell,India,Almond Choco,2024-04-13,72,13315.47,INR,0.3442,4583.184774
Gigi Bohling,Australia,Smooth Sliky Salty,2024-01-25,121,6359.09,AUD,21.2763,135297.906567
Camilla Castle,USA,85% Dark Bars,2024-04-25,83,2644.65,USD,31.1547,82393.277355
Camilla Castle,USA,Eclairs,2024-06-10,427,4879.55,USD,31.1547,152020.916385
Madelene Upcott,New Zealand,White Choc,2024-08-22,51,11572.5,AUD,21.2763,246219.98174999998
Van Tuxwell,India,After Nines,2024-06-27,225,15626.93,INR,0.3442,5378.789306000001
Husein Augar,India,Orange Choco,2024-06-30,38,4781.14,INR,0.3442,1645.668388
Jehu Rudeforth,India,Almond Choco,2024-08-30,101,11793.4,INR,0.3442,4059.2882799999998
Karlen McCaffrey,Australia,Raspberry Choco,2024-08-23,58,1061.03,AUD,21.2763,22574.792588999997
Camilla Castle,New Zealand,99% Dark & Pure,2024-08-26,44,2499.92,AUD,21.2763,53189.047896
Gigi Bohling,Australia,Orange Choco,2024-03-09,158,676.29,AUD,21.2763,14388.948927
Kelci Walkden,UK,Drinking Coco,2024-04-20,23,1886.06,GBP,42.0265,79264.50059
Mallorie Waber,Canada,Caramel Stuffed Bars,2024-06-10,524,5093.92,CAD,22.5593,114915.26945600001
Husein Augar,Australia,Organic Choco Syrup,2024-02-08,157,1018.8,AUD,21.2763,21676.294439999998
Brien Boise,Australia,White Choc,2024-08-25,23,5616.77,AUD,21.2763,119504.083551
Dotty Strutley,India,Peanut Butter Cubes,2024-02-16,78,10461.82,INR,0.3442,3600.958444
Dennison Crosswaite,UK,99% Dark & Pure,2024-05-30,26,12841.79,GBP,42.0265,539695.487435
Gigi Bohling,New Zealand,50% Dark Bites,2024-06-29,67,6723.42,AUD,21.2763,143049.500946
Gigi Bohling,USA,Milk Bars,2024-06-16,127,521.35,USD,31.1547,16242.502844999999
Brien Boise,UK,Caramel Stuffed Bars,2024-03-04,159,3106.11,GBP,42.0265,130538.93191500001
Curtice Advani,New Zealand,Peanut Butter Cubes,2024-03-15,419,1684.28,AUD,21.2763,35835.246564
Curtice Advani,New Zealand,50% Dark Bites,2024-01-27,84,11226.14,AUD,21.2763,238850.72248199998
Beverie Moffet,Canada,Drinking Coco,2024-07-05,124,1172.53,CAD,22.5593,26451.456029
Barr Faughny,USA,Caramel Stuffed Bars,2024-03-29,287,3917.13,USD,31.1547,122037.01001099999
Mallorie Waber,Canada,Almond Choco,2024-05-12,33,4871.07,CAD,22.5593,109887.92945099999
Oby Sorrel,USA,Drinking Coco,2024-03-11,48,9306.64,USD,31.1547,289945.57720799994
Brien Boise,New Zealand,Eclairs,2024-07-11,323,5270.33,AUD,21.2763,112133.122179
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2024-08-01,61,14722.35,AUD,21.2763,313237.135305
Gunar Cockshoot,UK,Spicy Special Slims,2024-02-16,197,13444.87,GBP,42.0265,565040.829055
Curtice Advani,USA,After Nines,2024-04-13,248,14885.97,USD,31.1547,463767.92955899995
Oby Sorrel,India,Choco Coated Almonds,2024-02-14,371,53.31,INR,0.3442,18.349302
Ches Bonnell,Australia,Peanut Butter Cubes,2024-03-14,68,11767.94,AUD,21.2763,250378.221822
Oby Sorrel,Australia,Spicy Special Slims,2024-04-26,25,12897.53,AUD,21.2763,274411.717539
Jehu Rudeforth,Canada,Manuka Honey Choco,2024-04-05,214,3867.62,CAD,22.5593,87250.799866
